date,pickup_limit,rent_limit,ratings_total,trips,request_limit,not_available,availability,return_limit,price_per_day,car_id,car_disabled
2019-03-13,0,0,51,53,0,1,"This car isn’t available",0,31,601,0
2019-03-13,0,0,4,5,0,0,none,0,545,1583,0
2019-03-13,0,0,none,1,0,1,"This car isn’t available",0,42,1606,0
2019-03-13,0,0,45,48,0,1,"This car isn’t available",0,28,616,0
2019-03-13,0,0,8,9,0,0,none,0,300,637,0
2019-03-13,0,0,2,3,0,1,"This car isn’t available",0,108,645,0
2019-03-13,0,0,64,72,0,0,none,0,42,1655,0
2019-03-13,0,0,73,81,0,1,"This car isn’t available",0,92,1650,0
2019-03-13,0,0,29,32,0,0,none,0,30,667,0
2019-03-13,0,0,18,24,0,1,"This car isn’t available",0,60,683,0
2019-03-13,0,0,70,168,0,1,"This car isn’t available",0,42,681,0
2019-03-13,1,0,33,40,0,0,"The owner isn’t available for pickup or return from Mar 13 at 1:00 PM to Mar 14 at 11:00 AM",1,52,1705,0
2019-03-13,0,0,107,134,0,0,none,0,28,711,0
2019-03-13,0,0,41,61,0,1,"This car isn’t available",0,50,1730,0
2019-03-13,0,0,7,7,0,0,none,0,99,1737,0
2019-03-13,0,0,55,71,0,1,"This car isn’t available",0,230,1768,0
2019-03-13,0,0,33,45,0,1,"This car isn’t available",0,53,1756,0
2019-03-13,0,0,153,216,0,1,"This car isn’t available",0,27,731,0
2019-03-13,0,0,14,24,0,0,none,0,29,739,0
2019-03-13,0,0,36,49,0,0,none,0,32,1783,0
2019-03-13,0,0,20,21,0,1,"This car isn’t available",0,55,1788,0
2019-03-13,0,0,8,8,0,1,"This car isn’t available",0,59,1806,0
2019-03-13,0,0,38,44,0,0,none,0,40,1453,0
2019-03-13,0,0,16,16,0,0,none,0,139,493,0
2019-03-16,0,0,none,none,0,1,"This car isn’t available",0,148,2166,0
2019-03-16,0,0,19,26,0,1,"This car isn’t available",0,157,1830,0
2019-03-16,0,0,14,16,0,0,none,0,29,802,0
2019-03-16,0,0,158,174,0,1,"This car isn’t available",0,37,21,0
2019-03-16,0,0,none,none,0,1,"This car isn’t available",0,85,1838,0
2019-03-16,0,0,none,8,0,1,"This car isn’t available",0,50,1841,0
2019-03-16,0,0,19,19,0,0,none,0,29,839,0
2019-03-16,0,0,41,54,0,0,none,0,27,1851,0
2019-03-16,0,0,56,61,0,0,none,0,65,889,0
2019-03-16,0,0,none,1,0,1,"This car isn’t available",0,27,904,0
2019-03-16,0,0,24,29,0,1,"This car isn’t available",0,25,915,0
2019-03-16,0,0,19,21,0,1,"This car isn’t available",0,159,28,0
2019-03-16,0,0,41,53,0,1,"This car isn’t available",0,21,34,0
2019-03-16,0,0,36,39,0,0,none,0,37,62,0
2019-03-16,0,0,none,1,1,0,"This car must be requested at least 1 day in advance at this location",0,75,2182,0
2019-03-16,0,0,48,56,0,1,"This car isn’t available",0,32,1875,0
2019-03-16,0,0,23,25,0,1,"This car isn’t available",0,30,972,0
2019-03-16,0,0,none,1,0,0,none,0,98,1876,0
2019-03-16,0,0,18,18,0,0,none,0,199,1880,0
2019-03-16,0,0,none,none,0,1,"This car isn’t available",0,45,2188,0
2019-03-16,0,0,30,29,0,1,"This car isn’t available",0,50,1003,0
2019-03-16,0,0,21,22,0,1,"This car isn’t available",0,32,107,0
2019-03-16,0,0,98,113,0,0,none,0,27,116,0
2019-03-16,0,0,2,2,0,1,"This car isn’t available",0,47,121,0
2019-03-16,0,0,113,137,0,1,"This car isn’t available",0,47,1900,0
2019-03-16,0,0,5,6,0,1,"This car isn’t available",0,72,1033,0
2019-03-16,0,0,132,165,0,1,"This car isn’t available",0,45,1044,0
2019-03-16,0,0,26,30,0,1,"This car isn’t available",0,19,1074,0
2019-03-16,0,0,6,12,0,1,"This car isn’t available",0,64,147,0
2019-03-16,0,0,15,18,0,1,"This car isn’t available",0,29,1087,0
2019-03-16,0,0,16,19,0,1,"This car isn’t available",0,70,1096,0
2019-03-16,0,0,43,49,0,0,none,0,49,175,0
2019-03-16,0,0,8,9,0,1,"This car isn’t available",0,20,1117,0
2019-03-16,0,0,2,2,0,1,"This car isn’t available",0,69,1131,0
2019-03-16,0,0,3,4,0,1,"This car isn’t available",0,30,1927,0
2019-03-16,0,0,4,4,0,1,"This car isn’t available",0,95,1936,0
2019-03-16,0,0,5,6,0,1,"This car isn’t available",0,54,1943,0
2019-03-16,0,0,6,7,0,0,none,0,115,1150,0
2019-03-16,1,0,21,22,0,0,"The owner is available for pickup from 12:00 PM to 10:00 PM on Sundays",0,27,1157,0
2019-03-16,0,0,5,5,0,1,"This car isn’t available",0,274,1183,0
2019-03-16,0,0,55,57,0,1,"This car isn’t available",0,49,2215,0
2019-03-16,0,0,29,36,0,0,none,0,49,2219,0
2019-03-16,0,0,10,11,0,1,"This car isn’t available",0,23,1214,0
2019-03-16,0,0,41,46,0,1,"This car isn’t available",0,63,1213,0
2019-03-16,0,0,44,60,0,1,"This car isn’t available",0,75,1235,0
2019-03-16,0,0,none,1,0,0,none,0,90,1243,0
2019-03-16,0,0,54,63,0,1,"This car isn’t available",0,31,2222,0
2019-03-16,0,0,73,90,0,1,"This car isn’t available",0,59,294,0
2019-03-16,0,0,13,12,0,0,none,0,73,1965,0
2019-03-16,0,0,28,38,0,1,"This car isn’t available",0,28,1273,0
2019-03-16,0,0,13,15,0,1,"This car isn’t available",0,42,316,0
2019-03-16,0,0,89,101,0,1,"This car isn’t available",0,77,1282,0
2019-03-16,0,0,20,21,0,1,"This car isn’t available",0,38,1292,0
2019-03-16,0,0,7,10,0,0,"This vehicle has been disabled by the owner",0,55,1299,1
2019-03-16,0,0,33,42,0,1,"This car isn’t available",0,29,1308,0
2019-03-16,0,0,17,20,0,1,"This car isn’t available",0,56,1987,0
2019-03-16,0,0,11,11,0,0,none,0,99,1346,0
2019-03-16,0,0,89,97,0,0,none,0,38,357,0
2019-03-16,0,0,2,3,0,0,none,0,58,1332,0
2019-03-16,0,0,42,51,0,1,"This car isn’t available",0,175,380,0
2019-03-16,0,0,14,14,0,1,"This car isn’t available",0,44,2001,0
2019-03-16,0,0,38,43,0,1,"This car isn’t available",0,32,1364,0
2019-03-16,0,0,17,17,0,1,"This car isn’t available",0,49,2010,0
2019-03-16,0,0,36,39,0,0,none,0,65,1387,0
2019-03-16,0,0,39,46,0,0,none,0,99,1398,0
2019-03-16,0,0,116,119,0,1,"This car isn’t available",0,53,1406,0
2019-03-16,0,0,23,26,0,1,"This car isn’t available",0,52,2026,0
2019-03-16,0,0,23,43,0,1,"This car isn’t available",0,39,439,0
2019-03-16,0,0,19,23,0,1,"This car isn’t available",0,24,1414,0
2019-03-16,0,0,79,120,0,1,"This car isn’t available",0,44,447,0
2019-03-16,0,0,24,28,0,1,"This car isn’t available",0,37,1442,0
2019-03-16,0,0,4,2,0,1,"This car isn’t available",0,47,469,0
2019-03-16,0,0,8,9,0,1,"This car isn’t available",0,116,1451,0
2019-03-16,0,0,21,25,0,0,none,0,43,1449,0
2019-03-16,0,0,30,37,0,1,"This car isn’t available",0,40,1474,0
2019-03-16,0,0,53,62,0,1,"This car isn’t available",0,40,1466,0
2019-03-16,0,0,24,24,0,1,"This car isn’t available",0,33,1492,0
2019-03-16,0,0,29,32,0,0,"This vehicle has been disabled by the owner",0,84,508,1
2019-03-16,0,0,2,1,1,0,"This car must be requested at least 1 day in advance at this location",0,399,1503,0
2019-03-16,0,0,9,9,0,1,"This car isn’t available",0,29,550,0
2019-03-16,0,0,37,39,0,1,"This car isn’t available",0,39,534,0
2019-03-16,0,0,41,53,0,0,none,0,29,2063,0
2019-03-16,0,0,18,15,0,1,"This car isn’t available",0,59,2065,0
2019-03-16,0,0,11,12,0,1,"This car isn’t available",0,26,572,0
2019-03-16,0,0,33,39,0,1,"This car isn’t available",0,30,1555,0
2019-03-16,0,0,41,48,0,1,"This car isn’t available",0,35,2271,0
2019-03-16,0,0,9,10,0,0,none,0,34,2076,0
2019-03-16,0,0,51,53,0,1,"This car isn’t available",0,31,601,0
2019-03-16,0,0,81,94,0,1,"This car isn’t available",0,30,2087,0
2019-03-16,0,0,none,none,0,0,none,0,153,2273,0
2019-03-16,0,0,none,none,0,1,"This car isn’t available",0,56,2279,0
2019-03-16,0,0,44,58,0,1,"This car isn’t available",0,27,624,0
2019-03-16,0,0,13,31,0,0,"This vehicle has been disabled by the owner",0,42,638,1
2019-03-16,0,0,none,2,0,0,none,0,124,1629,0
2019-03-16,0,1,none,none,0,0,"This car can be rented for 5 days at most.",0,109,1639,0
2019-03-16,0,0,none,none,0,1,"This car isn’t available",0,68,2098,0
2019-03-16,0,0,4,4,0,1,"This car isn’t available",0,51,661,0
2019-03-16,0,0,none,1,0,1,"This car isn’t available",0,40,1663,0
2019-03-16,0,0,31,38,0,1,"This car isn’t available",0,55,2111,0
2019-03-16,0,0,15,14,0,0,none,0,88,680,0
2019-03-16,0,0,none,1,0,1,"This car isn’t available",0,28,2290,0
2019-03-16,0,0,59,65,0,1,"This car isn’t available",0,54,1701,0
2019-03-16,0,0,75,85,0,1,"This car isn’t available",0,34,1711,0
2019-03-16,0,0,35,39,0,0,none,0,39,1727,0
2019-03-16,0,0,none,1,1,0,"This car must be requested at least 1 day in advance at this location",0,106,1744,0
2019-03-16,0,0,25,33,0,1,"This car isn’t available",0,69,1762,0
2019-03-16,0,0,3,3,1,0,"This car must be requested at least 2 days in advance at this location",0,40,1778,0
2019-03-16,0,0,none,1,0,0,none,0,45,768,0
2019-03-16,0,0,none,1,0,0,"This vehicle has been disabled by the owner",0,40,751,1
2019-03-16,0,0,none,none,0,1,"This car isn’t available",0,36,759,0
2019-03-16,0,0,115,129,0,1,"This car isn’t available",0,124,1798,0
2019-03-16,0,0,21,23,0,0,none,0,133,1805,0
2019-03-16,0,0,74,101,0,1,"This car isn’t available",0,28,1820,0
2019-03-16,0,0,30,33,0,1,"This car isn’t available",0,29,715,0
2019-03-16,0,0,5,4,0,1,"This car isn’t available",0,35,695,0
2019-03-16,0,0,126,138,0,0,none,0,31,9,0
2019-03-16,0,0,none,none,1,0,"This car must be requested at least 1 day in advance at this location",0,62,786,0
2019-03-16,0,0,42,42,0,1,"This car isn’t available",0,42,14,0
2019-03-16,0,0,26,30,0,1,"This car isn’t available",0,151,1834,0
2019-03-16,0,0,12,12,0,0,none,0,54,814,0
2019-03-16,0,0,102,116,0,1,"This car isn’t available",0,51,831,0
2019-03-16,0,0,none,none,0,1,"This car isn’t available",0,59,856,0
2019-03-16,1,0,2,2,0,0,"The owner isn’t available for pickup or return from Mar 13 at 10:00 AM to Mar 17 at 10:00 PM",1,47,864,0
2019-03-16,0,0,44,43,0,1,"This car isn’t available",0,49,875,0
2019-03-16,0,0,none,none,0,1,"This car isn’t available",0,69,895,0
2019-03-16,0,0,none,none,0,0,none,0,60,1861,0
2019-03-16,0,0,none,none,0,1,"This car isn’t available",0,45,932,0
2019-03-16,0,0,17,20,0,0,none,0,39,41,0
2019-03-16,0,0,none,1,0,0,none,0,330,47,0
2019-03-16,0,0,88,99,0,1,"This car isn’t available",0,40,63,0
2019-03-16,0,0,18,21,0,1,"This car isn’t available",0,138,955,0
2019-03-16,0,0,3,4,0,1,"This car isn’t available",0,55,1874,0
2019-03-16,0,0,none,1,0,0,none,0,98,1876,0
2019-03-16,0,0,12,13,0,1,"This car isn’t available",0,130,2187,0
2019-03-16,0,0,10,8,0,0,none,0,98,988,0
2019-03-16,0,0,44,64,0,0,none,0,31,1001,0
2019-03-16,0,0,26,36,0,0,none,0,37,110,0
2019-03-16,0,0,none,3,0,0,none,0,53,1011,0
2019-03-16,0,0,26,43,0,0,none,0,60,134,0
2019-03-16,0,0,none,none,0,1,"This car isn’t available",0,38,131,0
2019-03-16,0,0,7,12,0,1,"This car isn’t available",0,59,1031,0
2019-03-16,0,0,2,3,1,0,"This car must be requested at least 1 day in advance at this location",0,57,1051,0
2019-03-16,0,0,23,25,0,0,none,0,200,1064,0
2019-03-16,1,0,21,29,0,0,"The owner is available for pickup from 11:00 AM to 5:00 PM on Sundays",0,58,1915,0
2019-03-16,0,0,15,14,0,1,"This car isn’t available",0,84,1918,0
2019-03-16,0,0,21,20,0,0,none,0,250,2203,0
2019-03-16,0,0,none,none,0,0,none,0,32,163,0
2019-03-16,0,0,38,43,0,1,"This car isn’t available",0,37,178,0
2019-03-16,0,0,none,none,0,0,none,0,198,1113,0
2019-03-16,0,0,25,25,0,1,"This car isn’t available",0,27,1123,0
2019-03-16,0,0,23,23,0,1,"This car isn’t available",0,73,191,0
2019-03-16,0,0,none,none,0,1,"This car isn’t available",0,100,1932,0
2019-03-16,0,0,51,56,0,1,"This car isn’t available",0,89,1151,0
2019-03-16,0,0,8,8,0,1,"This car isn’t available",0,94,1942,0
2019-03-16,0,0,16,16,0,0,none,0,29,1172,0
2019-03-16,0,0,15,21,0,1,"This car isn’t available",0,25,2210,0
2019-03-16,0,0,41,50,0,1,"This car isn’t available",0,85,2214,0
2019-03-16,0,0,8,10,0,1,"This car isn’t available",0,27,231,0
2019-03-16,0,0,7,8,0,0,none,0,70,244,0
2019-03-16,0,0,3,3,0,1,"This car isn’t available",0,41,250,0
2019-03-16,0,0,11,13,0,0,none,0,248,1228,0
2019-03-16,0,0,none,none,1,0,"This car must be requested at least 1 week in advance at this location",0,80,260,0
2019-03-16,0,0,none,none,1,0,"This car must be requested at least 3 days in advance at this location",0,84,2350,0
2019-03-16,0,0,22,22,0,1,"This car isn’t available",0,36,292,0
2019-03-16,0,0,8,10,0,1,"This car isn’t available",0,35,1250,0
2019-03-16,0,0,23,42,0,1,"This car isn’t available",0,61,1260,0
2019-03-16,0,0,38,42,0,1,"This car isn’t available",0,55,312,0
2019-03-16,0,0,99,125,0,1,"This car isn’t available",0,37,318,0
2019-03-16,0,0,10,10,0,1,"This car isn’t available",0,30,322,0
2019-03-16,0,0,29,34,0,1,"This car isn’t available",0,55,331,0
2019-03-16,0,0,6,8,0,1,"This car isn’t available",0,20,344,0
2019-03-16,0,0,29,35,0,1,"This car isn’t available",0,38,349,0
2019-03-16,0,0,33,39,0,0,none,0,89,1316,0
2019-03-16,0,0,48,56,0,1,"This car isn’t available",0,125,1330,0
2019-03-16,0,0,none,none,0,1,"This car isn’t available",0,34,1339,0
2019-03-16,0,0,3,2,0,0,"The owner is available for return from 3:30 PM to 7:00 PM on Saturdays",1,62,1354,0
2019-03-16,0,0,77,97,0,1,"This car isn’t available",0,40,367,0
2019-03-16,0,0,2,2,0,1,"This car isn’t available",0,66,376,0
2019-03-16,0,0,18,19,0,1,"This car isn’t available",0,10,396,0
2019-03-16,0,0,23,27,0,0,none,0,199,2008,0
2019-03-16,0,0,20,21,0,1,"This car isn’t available",0,24,1375,0
2019-03-16,0,0,none,none,0,1,"This car isn’t available",0,28,2017,0
2019-03-16,0,0,37,49,0,0,none,0,149,2023,0
2019-03-16,0,0,16,17,0,1,"This car isn’t available",0,54,2028,0
2019-03-16,0,0,37,42,0,1,"This car isn’t available",0,76,1408,0
2019-03-16,0,0,none,none,0,1,"This car isn’t available",0,78,1425,0
2019-03-16,0,0,16,18,0,0,none,0,146,452,0
2019-03-16,0,0,6,6,0,1,"This car isn’t available",0,39,471,0
2019-03-16,0,0,22,23,0,0,none,0,42,467,0
2019-03-16,0,0,75,89,0,1,"This car isn’t available",0,29,1450,0
2019-03-16,0,0,68,78,0,1,"This car isn’t available",0,49,496,0
2019-03-16,0,0,none,none,0,1,"This car isn’t available",0,38,500,0
2019-03-16,0,0,13,17,0,1,"This car isn’t available",0,38,1475,0
2019-03-16,0,0,3,3,0,1,"This car isn’t available",0,148,514,0
2019-03-16,0,0,3,3,0,0,none,0,59,522,0
2019-03-16,0,0,4,4,1,0,"This car must be requested at least 1 week in advance at this location",0,29,1509,0
2019-03-16,0,0,46,52,0,1,"This car isn’t available",0,30,539,0
2019-03-16,0,0,3,3,0,1,"This car isn’t available",0,38,549,0
2019-03-16,0,0,3,3,0,1,"This car isn’t available",0,68,1522,0
2019-03-16,0,0,4,3,0,0,none,0,165,1533,0
2019-03-16,0,0,42,51,0,1,"This car isn’t available",0,59,2066,0
2019-03-16,0,0,42,67,0,1,"This car isn’t available",0,34,569,0
2019-03-16,0,0,none,none,0,1,"This car isn’t available",0,55,581,0
2019-03-16,0,0,none,1,0,1,"This car isn’t available",0,46,2072,0
2019-03-16,0,0,40,52,0,1,"This car isn’t available",0,34,598,0
2019-03-16,0,0,6,9,1,0,"This car must be requested at least 1 day in advance at this location",0,125,592,0
2019-03-16,0,0,76,92,0,0,none,0,205,1586,0
2019-03-16,0,0,none,none,1,0,"This car must be requested at least 1 day in advance at this location",0,97,617,0
2019-03-16,0,0,none,none,0,0,none,0,56,1598,0
2019-03-16,0,0,none,none,0,0,none,0,155,633,0
2019-03-16,0,0,20,25,0,1,"This car isn’t available",0,41,1631,0
2019-03-16,0,0,37,55,0,1,"This car isn’t available",0,79,1646,0
2019-03-16,0,0,17,31,0,1,"This car isn’t available",0,43,646,0
2019-03-16,0,0,2,7,0,1,"This car isn’t available",0,43,2099,0
2019-03-16,0,0,6,5,1,0,"This car must be requested at least 1 day in advance at this location",0,195,671,0
2019-03-16,0,0,2,3,0,1,"This car isn’t available",0,79,1667,0
2019-03-16,0,0,9,10,0,0,none,0,34,1676,0
2019-03-16,0,0,22,25,0,0,none,0,41,2115,0
2019-03-16,0,0,21,25,0,1,"This car isn’t available",0,27,2123,0
2019-03-16,0,0,9,9,0,0,"This vehicle has been disabled by the owner",0,115,717,1
2019-03-16,0,0,58,71,0,1,"This car isn’t available",0,70,1718,0
2019-03-16,0,0,36,39,0,0,"This vehicle has been disabled by the owner",0,39,1726,1
2019-03-16,0,0,none,none,1,0,"This car must be requested at least 1 day in advance at this location",0,125,2140,0
2019-03-16,0,0,130,169,0,0,none,0,174,724,0
2019-03-16,1,0,9,17,0,0,"The owner isn’t available for pickup or return from Mar 13 at 10:30 PM to Mar 30 at 11:30 PM",1,60,1772,0
2019-03-16,0,0,7,10,0,1,"This car isn’t available",0,26,770,0
2019-03-16,0,0,34,43,0,0,none,0,64,744,0
2019-03-16,0,0,none,2,0,1,"This car isn’t available",0,36,1786,0
2019-03-16,0,0,none,4,0,1,"This car isn’t available",0,26,1792,0
2019-03-16,0,0,7,7,0,1,"This car isn’t available",0,109,1811,0
2019-03-16,0,0,74,101,0,1,"This car isn’t available",0,28,1820,0
2019-03-16,0,0,81,113,0,0,none,0,499,693,0
2019-03-16,0,0,11,10,1,0,"This car must be requested at least 2 days in advance at this location",0,37,697,0
2019-03-13,0,0,42,58,0,1,"This car isn’t available",0,45,792,0
2019-03-13,0,0,5,8,0,1,"This car isn’t available",0,45,801,0
2019-03-13,0,0,19,21,0,0,none,0,500,812,0
2019-03-13,0,0,35,42,0,1,"This car isn’t available",0,93,830,0
2019-03-13,0,0,66,67,0,0,none,0,45,834,0
2019-03-13,0,0,12,13,0,1,"This car isn’t available",0,41,881,0
2019-03-13,0,0,26,26,0,1,"This car isn’t available",0,49,896,0
2019-03-13,0,0,none,none,0,0,none,0,297,905,0
2019-03-13,0,0,12,15,0,1,"This car isn’t available",0,59,927,0
2019-03-13,0,0,26,31,0,1,"This car isn’t available",0,23,30,0
2019-03-13,1,0,34,35,0,0,"The owner isn’t available for pickup or return from Mar 14 at 8:30 AM to Mar 14 at 3:00 PM",1,104,50,0
2019-03-13,0,0,16,16,0,1,"This car isn’t available",0,39,951,0
2019-03-13,0,0,7,7,0,1,"This car isn’t available",0,143,956,0
2019-03-13,0,0,36,44,0,1,"This car isn’t available",0,59,980,0
2019-03-13,0,0,28,31,0,1,"This car isn’t available",0,49,85,0
2019-03-13,0,0,97,104,0,1,"This car isn’t available",0,59,992,0
2019-03-13,0,0,none,none,0,1,"This car isn’t available",0,69,1005,0
2019-03-13,0,0,8,13,0,1,"This car isn’t available",0,46,119,0
2019-03-13,0,0,none,none,0,1,"This car isn’t available",0,36,131,0
2019-03-13,0,0,none,6,0,1,"This car isn’t available",0,39,1037,0
2019-03-13,0,0,39,59,0,1,"This car isn’t available",0,27,1048,0
2019-03-13,0,0,48,50,0,1,"This car isn’t available",0,29,1068,0
2019-03-13,0,0,58,88,0,1,"This car isn’t available",0,50,145,0
2019-03-13,0,0,9,15,0,1,"This car isn’t available",0,45,166,0
2019-03-13,0,0,29,33,0,1,"This car isn’t available",0,28,1111,0
2019-03-13,0,0,none,none,0,0,none,0,40,1106,0
2019-03-13,0,0,9,11,0,0,none,0,79,183,0
2019-03-13,0,0,none,none,0,0,none,0,50,1132,0
2019-03-13,0,0,2,2,0,0,none,0,30,1153,0
2019-03-13,0,0,25,31,0,1,"This car isn’t available",0,29,210,0
2019-03-13,0,0,10,13,0,0,none,0,24,1171,0
2019-03-13,0,0,33,45,0,1,"This car isn’t available",0,26,226,0
2019-03-13,0,1,20,20,0,0,"This car must be rented for at least 2 weeks.",0,36,1199,0
2019-03-13,0,0,3,3,0,0,none,0,39,250,0
2019-03-13,0,0,2,3,0,0,none,0,225,1220,0
2019-03-13,0,0,117,159,0,1,"This car isn’t available",0,45,1238,0
2019-03-13,1,0,52,59,0,0,"The owner isn’t available for pickup or return from Mar 20 at 8:00 AM to Mar 20 at 11:00 AM",1,66,268,0
2019-03-13,0,0,2,1,0,1,"This car isn’t available",0,120,1249,0
2019-03-13,0,0,158,194,0,1,"This car isn’t available",0,30,1259,0
2019-03-13,0,0,116,142,0,0,none,0,59,303,0
2019-03-13,0,0,5,7,0,1,"This car isn’t available",0,83,1284,0
2019-03-13,0,0,21,21,0,0,none,0,60,325,0
2019-03-13,0,0,5,6,0,1,"This car isn’t available",0,27,1301,0
2019-03-13,0,0,17,22,0,1,"This car isn’t available",0,114,343,0
2019-03-13,0,0,none,6,0,0,"Sorry, something went wrong. Please try again later or contact customer support if you need further assistance.",0,25,1331,0
2019-03-13,0,0,3,2,1,0,"This car must be requested at least 1 day in advance at this location",0,129,356,0
2019-03-13,0,0,70,82,0,1,"This car isn’t available",0,99,1355,0
2019-03-13,0,0,36,45,0,1,"This car isn’t available",0,37,364,0
2019-03-13,0,0,32,51,0,1,"This car isn’t available",0,43,399,0
2019-03-13,0,0,18,22,0,1,"This car isn’t available",0,129,1371,0
2019-03-13,0,0,9,13,0,0,none,0,59,1390,0
2019-03-13,0,0,none,none,0,0,none,0,93,416,0
2019-03-13,0,0,33,32,0,1,"This car isn’t available",0,50,1422,0
2019-03-13,0,0,37,42,0,1,"This car isn’t available",0,89,1408,0
2019-03-13,0,0,7,10,0,1,"This car isn’t available",0,43,455,0
2019-03-13,0,0,8,7,0,0,none,0,193,468,0
2019-03-13,0,0,5,7,0,1,"This car isn’t available",0,39,1437,0
2019-03-13,1,0,3,5,0,0,"The owner isn’t available for pickup or return from Mar 2 at 1:00 AM to Mar 31 at 9:00 AM",1,39,1478,0
2019-03-13,0,0,25,20,0,0,none,0,75,504,0
2019-03-13,0,0,4,3,0,1,"This car isn’t available",0,38,524,0
2019-03-13,0,0,21,26,0,1,"This car isn’t available",0,37,1505,0
2019-03-13,0,0,18,21,0,1,"This car isn’t available",0,199,1512,0
2019-03-13,0,0,5,5,0,0,none,0,65,557,0
2019-03-13,0,0,161,175,0,0,none,0,23,1532,0
2019-03-13,0,0,none,none,0,0,none,0,39,573,0
2019-03-13,0,0,37,41,0,1,"This car isn’t available",0,42,1559,0
2019-03-13,0,0,none,none,0,0,none,0,55,581,0
2019-03-13,0,0,16,26,0,0,none,0,59,609,0
2019-03-13,0,0,none,none,0,1,"This car isn’t available",0,138,1584,0
2019-03-13,0,0,2,2,1,0,"This car must be requested at least 1 day in advance at this location",0,79,1596,0
2019-03-13,0,0,10,11,0,1,"This car isn’t available",0,76,1612,0
2019-03-13,0,0,23,23,0,0,"Sorry, something went wrong. Please try again later or contact customer support if you need further assistance.",0,44,1636,0
2019-03-13,0,0,190,220,0,1,"This car isn’t available",0,37,1620,0
2019-03-13,0,0,23,30,0,1,"This car isn’t available",0,55,1645,0
2019-03-13,0,0,none,none,1,0,"This car must be requested at least 1 day in advance at this location",0,53,1660,0
2019-03-13,0,0,10,12,0,0,none,0,65,1666,0
2019-03-13,0,1,none,none,0,0,"This car must be rented for at least 1 month.",0,70,1682,0
2019-03-13,0,0,21,26,0,1,"This car isn’t available",0,64,1687,0
2019-03-13,0,0,none,1,0,0,none,0,109,1706,0
2019-03-13,1,0,23,27,0,0,"The owner isn’t available for pickup or return from Mar 14 at 8:30 AM to Mar 14 at 3:00 PM",1,128,701,0
2019-03-13,0,0,none,6,0,1,"This car isn’t available",0,39,1719,0
2019-03-13,0,0,36,39,0,0,none,0,39,1726,0
2019-03-13,0,0,7,7,0,0,"This vehicle has been disabled by the owner",0,89,1750,1
2019-03-13,0,0,none,none,1,0,"This car must be requested at least 1 day in advance at this location",0,53,1757,0
2019-03-13,0,0,2,3,0,1,"This car isn’t available",0,29,750,0
2019-03-13,1,0,49,72,0,0,"The owner isn’t available for pickup or return from Mar 20 at 1:30 AM to Mar 20 at 5:30 PM",1,28,769,0
2019-03-13,0,0,8,11,0,1,"This car isn’t available",0,36,1784,0
2019-03-13,0,0,none,none,0,1,"This car isn’t available",0,36,780,0
2019-03-13,0,0,9,12,0,1,"This car isn’t available",0,30,1817,0
2019-03-13,0,0,60,70,0,0,none,0,35,481,0
2019-03-13,0,0,none,none,0,1,"This car isn’t available",0,84,494,0
2019-03-16,0,0,51,56,0,1,"This car isn’t available",0,32,3,0
2019-03-16,0,0,8,9,0,0,none,0,153,795,0
2019-03-16,0,0,16,23,0,1,"This car isn’t available",0,27,821,0
2019-03-16,0,0,19,22,0,1,"This car isn’t available",0,43,2172,0
2019-03-16,0,0,2,2,0,0,"This vehicle has been disabled by the owner",0,75,825,1
2019-03-16,0,0,9,10,0,1,"This car isn’t available",0,49,853,0
2019-03-16,0,0,50,54,0,1,"This car isn’t available",0,47,840,0
2019-03-16,0,0,2,2,0,0,none,0,279,883,0
2019-03-16,0,0,2,2,0,0,none,0,57,890,0
2019-03-16,0,0,30,31,0,1,"This car isn’t available",0,41,909,0
2019-03-16,0,0,33,34,0,1,"This car isn’t available",0,31,916,0
2019-03-16,0,0,26,34,0,1,"This car isn’t available",0,29,935,0
2019-03-16,0,0,84,87,0,0,none,0,55,35,0
2019-03-16,0,0,69,78,0,1,"This car isn’t available",0,100,49,0
2019-03-16,0,0,15,17,0,1,"This car isn’t available",0,59,1868,0
2019-03-16,0,0,none,3,0,1,"This car isn’t available",0,197,981,0
2019-03-16,0,0,52,64,0,1,"This car isn’t available",0,29,959,0
2019-03-16,0,0,7,8,0,1,"This car isn’t available",0,24,964,0
2019-03-16,0,0,none,none,0,0,none,0,64,1877,0
2019-03-16,0,0,40,51,0,0,none,0,98,995,0
2019-03-16,0,0,none,1,0,1,"This car isn’t available",0,35,1004,0
2019-03-16,0,0,34,45,0,1,"This car isn’t available",0,64,1021,0
2019-03-16,0,0,31,32,0,1,"This car isn’t available",0,31,124,0
2019-03-16,0,0,2,2,0,1,"This car isn’t available",0,94,2192,0
2019-03-16,0,0,none,3,0,1,"This car isn’t available",0,45,1901,0
2019-03-16,0,0,5,6,0,1,"This car isn’t available",0,39,1037,0
2019-03-16,0,0,29,45,0,1,"This car isn’t available",0,59,1045,0
2019-03-16,0,0,29,33,0,1,"This car isn’t available",0,30,1075,0
2019-03-16,0,0,5,7,0,0,none,0,149,1085,0
2019-03-16,0,0,15,17,0,1,"This car isn’t available",0,24,156,0
2019-03-16,0,0,12,17,0,1,"This car isn’t available",0,24,161,0
2019-03-16,1,0,11,12,0,0,"The owner is available for pickup from 12:00 AM to 6:00 AM and 1:00 PM to 11:30 PM on Saturdays",0,36,176,0
2019-03-16,0,0,23,40,0,1,"This car isn’t available",0,43,1118,0
