,extras,car_id
2365,Child safety seat,848
2366,Portable GPS,974
2367,Prepaid refuel,1089
2368,Portable speaker,242
2369,Portable GPS,1325
2370,Pet fee,473
2371,Post-trip cleaning,1545
2372,Child safety seat,1649
2373,Post-trip cleaning,730
2374,Post-trip cleaning,2183
2375,Post-trip cleaning,2030
2376,One-way trip,2298
2377,Unlimited mileage,857
2378,Unlimited mileage,78
2379,Unlimited mileage,174
2380,Post-trip cleaning,1218
2381,Post-trip cleaning,364
2382,Child safety seat,469
2383,Post-trip cleaning,562
2384,Inverter,1658
2385,Post-trip cleaning,753
2386,Unlimited mileage,1897
2387,Portable WiFi hotspot,2250
2388,Post-trip cleaning,2270
2389,Post-trip cleaning,8
2390,Phone mount,3
2391,Prepaid refuel,799
2392,Post-trip cleaning,804
2393,Unlimited mileage,14
2394,Unlimited mileage,820
2395,Prepaid refuel,821
2396,Prepaid refuel,824
2397,Child safety seat,829
2403,Prepaid refuel,877
2404,Pet fee,889
2405,Post-trip cleaning,907
2406,Post-trip cleaning,915
2407,Post-trip cleaning,929
2408,Post-trip cleaning,936
2409,Cooler,29
2410,Post-trip cleaning,32
2411,Cooler,47
2412,Pet fee,51
2413,Post-trip cleaning,60
2414,Child safety seat,959
2415,Child safety seat,966
2416,Unlimited mileage,972
2417,Prepaid refuel,69
2423,Prepaid refuel,1007
2424,Prepaid refuel,1017
2425,Prepaid refuel,123
2426,Pet fee,117
2427,Prepaid refuel,130
2428,Post-trip cleaning,1026
2429,Portable GPS,143
2430,Prepaid refuel,1031
2431,Post-trip cleaning,1049
2432,Post-trip cleaning,1060
2433,Child safety seat,1081
2434,Prepaid refuel,1075
2435,Prepaid refuel,153
2436,Child safety seat,169
2437,Unlimited mileage,1092
2443,One-way trip,182
2444,Unlimited mileage,193
2445,Portable GPS,206
2446,Prepaid refuel,204
2447,Post-trip cleaning,1154
2448,Bike,1171
2449,Phone mount,214
2450,Post-trip cleaning,217
2451,Child safety seat,1180
2452,Post-trip cleaning,1184
2453,Unlimited mileage,230
2454,Phone mount,1198
2455,Post-trip cleaning,237
2456,Child safety seat,1191
2457,Bike,1193
2463,Prepaid refuel,293
2464,Prepaid refuel,1250
2465,Post-trip cleaning,311
2466,Prepaid refuel,1269
2467,Child safety seat,312
2468,Unlimited mileage,323
2469,Beach gear,316
2470,Prepaid refuel,1291
2471,Portable GPS,344
2472,Post-trip cleaning,340
2473,Portable GPS,348
2474,Prepaid refuel,351
2475,Post-trip cleaning,1317
2476,Post-trip cleaning,1325
2477,Post-trip cleaning,360
2483,Post-trip cleaning,1367
2484,Post-trip cleaning,403
2485,Child safety seat,1376
2486,Child safety seat,1378
2487,Child safety seat,410
2488,Unlimited mileage,428
2489,Post-trip cleaning,431
2490,Post-trip cleaning,1407
2491,Post-trip cleaning,1420
2492,Post-trip cleaning,444
2493,Unlimited mileage,1417
2494,Post-trip cleaning,446
2495,Child safety seat,460
2496,Post-trip cleaning,463
2497,Unlimited mileage,474
2503,Prepaid refuel,1470
2504,Post-trip cleaning,1473
2505,Camp chair,1484
2506,Picnic basket,514
2507,Child safety seat,515
2508,Unlimited mileage,1507
2509,Camping gear,527
2510,Cooler,539
2511,Post-trip cleaning,541
2512,Post-trip cleaning,1502
2513,Child safety seat,1505
2514,One-way trip,554
2515,Unlimited mileage,1526
2516,Unlimited mileage,1534
2517,Post-trip cleaning,1547
2523,Prepaid refuel,586
2524,Post-trip cleaning,597
2525,Portable GPS,598
2526,Child safety seat,613
2527,Hammock,616
2528,Unlimited mileage,1601
2529,Post-trip cleaning,625
2530,Prepaid refuel,1613
2531,Child safety seat,632
2532,Prepaid refuel,642
2533,Pet fee,1619
2534,Prepaid refuel,1641
2535,Portable GPS,1628
2536,Post-trip cleaning,649
2537,Child safety seat,1651
2543,Child safety seat,1687
2544,Prepaid refuel,690
2545,Portable GPS,1697
2546,Portable GPS,691
2547,Child safety seat,698
2548,Post-trip cleaning,712
2549,Unlimited mileage,706
2550,Unlimited mileage,1713
2551,Post-trip cleaning,1734
2552,Prepaid refuel,1724
2553,Post-trip cleaning,1741
2554,Bike,1759
2555,Prepaid refuel,1763
2556,Prepaid refuel,724
2557,Post-trip cleaning,731
2563,Child safety seat,779
2564,Portable GPS,1792
2565,Post-trip cleaning,1817
2566,Post-trip cleaning,284
2567,One-way trip,286
2568,Roof rack,288
2569,Portable GPS,262
2570,One-way trip,2163
2571,One-way trip,1830
2572,Prepaid refuel,2172
2573,Prepaid refuel,1840
2574,Camp chair,1850
2575,Post-trip cleaning,1860
2576,Unlimited mileage,1868
2577,Prepaid refuel,2186
2583,Unlimited mileage,1924
2584,Phone mount,1929
2585,Unlimited mileage,1944
2586,Child safety seat,2214
2587,Post-trip cleaning,2219
2588,Unlimited mileage,2223
2589,Child safety seat,1966
2590,Prepaid refuel,2229
2591,Prepaid refuel,1981
2592,Child safety seat,1988
2593,Prepaid refuel,2238
2594,Prepaid refuel,2003
2595,Unlimited mileage,2018
2596,One-way trip,2023
2597,Post-trip cleaning,2031
2603,One-way trip,2063
2604,Post-trip cleaning,2076
2605,Post-trip cleaning,2081
2606,Post-trip cleaning,2278
2607,Prepaid refuel,2284
2608,Portable GPS,2282
2609,Prepaid refuel,2105
2610,Unlimited mileage,2113
2611,Unlimited mileage,2288
2612,Post-trip cleaning,2118
2613,Prepaid refuel,2126
2614,Child safety seat,2133
2615,Post-trip cleaning,2141
2616,Post-trip cleaning,2149
2617,Prepaid refuel,2301
2623,Portable GPS,2334
2624,Child safety seat,2360
2625,Stroller,2378
2626,Post-trip cleaning,2382
2627,Post-trip cleaning,2375
2700,Prepaid refuel,889
2701,Prepaid refuel,1011
2702,Post-trip cleaning,193
2703,Prepaid refuel,309
2704,Post-trip cleaning,1376
2705,Prepaid refuel,1474
2706,Unlimited mileage,611
2707,Stroller,1699
2708,Post-trip cleaning,1799
2709,Beach gear,2207
2710,One-way trip,2076
2711,Unlimited mileage,2360
2712,Post-trip cleaning,922
2713,Child safety seat,123
2714,Portable WiFi hotspot,206
2715,Cooler,300
2716,Post-trip cleaning,1394
2717,Prepaid refuel,505
2718,Post-trip cleaning,599
2719,Stroller,1701
2720,Unlimited mileage,1818
2721,Child safety seat,1944
2722,Post-trip cleaning,2085
2723,Post-trip cleaning,2365
2724,Post-trip cleaning,916
2725,Post-trip cleaning,126
2726,Post-trip cleaning,1161
2727,Unlimited mileage,1258
2728,Portable GPS,1378
2729,Unlimited mileage,1487
2730,Child safety seat,608
2731,Post-trip cleaning,692
2732,Post-trip cleaning,285
2733,Post-trip cleaning,2214
2734,Portable GPS,2276
2735,Phone mount,2382
2736,Post-trip cleaning,933
2737,Child safety seat,132
2738,Child safety seat,1169
2739,Post-trip cleaning,313
2740,Prepaid refuel,1398
2741,Child safety seat,520
2742,Unlimited mileage,618
2743,Post-trip cleaning,715
2744,Portable GPS,286
2745,Prepaid refuel,1953
2746,Post-trip cleaning,2093
2747,Prepaid refuel,2394
2748,Unlimited mileage,940
2749,Child safety seat,137
2750,Prepaid refuel,1158
2751,Unlimited mileage,324
2752,Pet fee,414
2753,Post-trip cleaning,1508
2754,One-way trip,1605
2755,Child safety seat,712
2756,Post-trip cleaning,258
2757,Prepaid refuel,2224
2758,Helmet,2282
2759,Prepaid refuel,782
2760,Prepaid refuel,41
2761,Sports gear,1028
2762,Post-trip cleaning,1174
2763,Prepaid refuel,316
2764,One-way trip,431
2765,Child safety seat,527
2766,Prepaid refuel,1608
2767,Prepaid refuel,721
2768,Prepaid refuel,1831
2769,Unlimited mileage,2228
2770,Unlimited mileage,2106
2771,Prepaid refuel,783
2772,Post-trip cleaning,44
2773,Unlimited mileage,1042
2774,Sled,1176
2775,Cooler,1294
2776,Portable GPS,1407
2777,Post-trip cleaning,1495
2778,Prepaid refuel,630
2779,Prepaid refuel,1718
2780,Post-trip cleaning,1829
2781,Prepaid refuel,2233
2782,Prepaid refuel,2115
2783,Prepaid refuel,6
2784,One-way trip,48
2785,Post-trip cleaning,1052
2786,Post-trip cleaning,224
2787,Portable speaker,1297
2788,Prepaid refuel,442
2789,Stroller,1500
2790,Phone mount,641
2791,Bike rack,1723
2792,Prepaid refuel,1835
2793,Post-trip cleaning,1989
2794,Child safety seat,2290
2795,Post-trip cleaning,18
2796,Unlimited mileage,946
2797,Camera,1080
2798,Post-trip cleaning,1187
2799,Post-trip cleaning,348
2800,Prepaid refuel,444
2801,Prepaid refuel,1503
2802,Bike rack,645
2803,Post-trip cleaning,1727
2804,Unlimited mileage,2176
2805,Prepaid refuel,1991
2806,One-way trip,2123
2807,Bike rack,810
2808,Post-trip cleaning,65
2809,Prepaid refuel,1083
2810,Phone mount,233
2811,Child safety seat,1304
2812,Prepaid refuel,1424
2813,Unlimited mileage,1511
2814,Prepaid refuel,1620
2815,Prepaid refuel,1749
2816,Prepaid refuel,1842
2817,Prepaid refuel,1996
2818,Bike rack,2132
2819,Prepaid refuel,22
2820,Prepaid refuel,963
2821,Prepaid refuel,150
2822,Post-trip cleaning,1189
2823,Post-trip cleaning,1313
2824,Prepaid refuel,453
2825,Post-trip cleaning,1515
2826,One-way trip,1626
2827,Post-trip cleaning,1756
2828,Post-trip cleaning,1855
2829,Unlimited mileage,2010
2830,Post-trip cleaning,2135
2831,Unlimited mileage,24
2832,Prepaid refuel,969
2833,Post-trip cleaning,168
2834,Post-trip cleaning,1191
2835,Portable GPS,1328
2836,Post-trip cleaning,462
2837,Unlimited mileage,1531
2838,Post-trip cleaning,1645
2839,Prepaid refuel,1770
2840,One-way trip,2181
2841,Prepaid refuel,2028
2842,Prepaid refuel,2145
2843,Stroller,831
2844,Child safety seat,981
2845,Unlimited mileage,1098
2846,Prepaid refuel,250
2847,Prepaid EV recharge,1340
2848,Child safety seat,479
2849,Tablet,1555
2850,Beach gear,659
2851,Pet fee,749
2852,Prepaid refuel,1882
2853,Unlimited mileage,2034
2854,One-way trip,2157
2855,Prepaid EV recharge,871
2856,Child safety seat,87
2857,Unlimited mileage,1105
2858,Child safety seat,1233
2859,Child safety seat,1354
2860,Post-trip cleaning,1450
2861,Unlimited mileage,576
2862,Post-trip cleaning,671
2863,Prepaid refuel,771
2864,Unlimited mileage,2197
2865,Prepaid refuel,2051
2866,Post-trip cleaning,2075
2867,Post-trip cleaning,1
2868,Child safety seat,783
2869,Child safety seat,5
2870,Post-trip cleaning,13
2871,Phone mount,19
2872,Post-trip cleaning,811
2873,Unlimited mileage,812
2874,Post-trip cleaning,847
2875,Child safety seat,830
2876,Prepaid refuel,833
2883,Post-trip cleaning,909
2884,Unlimited mileage,926
2885,Portable GPS,929
2886,Child safety seat,936
2887,Post-trip cleaning,40
2888,Prepaid refuel,43
2889,Post-trip cleaning,38
2890,Unlimited mileage,944
2891,Prepaid refuel,60
2892,Post-trip cleaning,951
2893,Portable GPS,966
2894,Post-trip cleaning,979
2895,Child safety seat,980
2896,Post-trip cleaning,984
2903,Prepaid refuel,115
2904,One-way trip,125
2905,Child safety seat,133
2906,Unlimited mileage,137
2907,Post-trip cleaning,1027
2908,Phone mount,1039
2909,Post-trip cleaning,1055
2910,Camping gear,1060
2911,Prepaid refuel,1068
2912,Child safety seat,1085
2913,Post-trip cleaning,154
2914,Post-trip cleaning,1089
2915,Prepaid refuel,163
2916,Child safety seat,1099
2923,Post-trip cleaning,1144
2924,Stroller,1148
2925,Prepaid refuel,1169
2926,Post-trip cleaning,210
2927,Unlimited mileage,214
2928,Unlimited mileage,1176
2929,One-way trip,220
2930,Unlimited mileage,226
2931,Post-trip cleaning,230
2932,Post-trip cleaning,1188
2933,Tablet,1202
2934,Portable GPS,239
2935,Pet fee,248
2936,Unlimited mileage,1214
2943,Inverter,1254
2944,Bike rack,311
2945,Post-trip cleaning,1277
2946,Cooler,314
2947,One-way trip,1290
2948,Child safety seat,1291
2949,Post-trip cleaning,1296
2950,Post-trip cleaning,1298
2951,Post-trip cleaning,1304
2952,Unlimited mileage,1305
2953,Post-trip cleaning,1327
2954,Post-trip cleaning,357
2955,Prepaid refuel,1326
2956,Post-trip cleaning,1347
2963,Unlimited mileage,405
2964,Unlimited mileage,1390
2965,Post-trip cleaning,1398
2966,Unlimited mileage,414
2967,Post-trip cleaning,1402
2968,Post-trip cleaning,434
2969,Post-trip cleaning,442
2970,Prepaid refuel,1412
2971,Camping tent,1422
2972,Prepaid refuel,446
2973,Child safety seat,470
2974,Post-trip cleaning,473
2975,Child safety seat,464
2976,Unlimited mileage,466
2983,Portable speaker,1484
2984,Post-trip cleaning,516
2985,Post-trip cleaning,520
2986,Post-trip cleaning,1507
2987,Child safety seat,536
2988,Post-trip cleaning,529
2989,Child safety seat,1499
2990,Prepaid refuel,1502
2991,Post-trip cleaning,551
2992,Post-trip cleaning,1521
2993,Post-trip cleaning,559
2994,Pet fee,1534
2995,Post-trip cleaning,1540
2996,Post-trip cleaning,1558
3003,Portable GPS,1581
3004,Camper shell,608
3005,Post-trip cleaning,1594
3006,Post-trip cleaning,1605
3007,Post-trip cleaning,1608
3008,Prepaid refuel,629
3009,Child safety seat,639
3010,Post-trip cleaning,1617
3011,Sports gear,1635
3012,Prepaid refuel,1621
3013,Post-trip cleaning,647
3014,Post-trip cleaning,1647
3015,Post-trip cleaning,1652
3016,Post-trip cleaning,662
3023,Phone mount,1701
3024,Child safety seat,1709
3025,Unlimited mileage,715
3026,Prepaid refuel,700
3027,Post-trip cleaning,720
3028,Post-trip cleaning,1713
3029,Portable GPS,1721
3030,Unlimited mileage,1725
3031,Prepaid refuel,1747
3032,One-way trip,1759
3033,Camp chair,1765
3034,One-way trip,725
3035,Post-trip cleaning,747
3036,Prepaid refuel,738
3043,Portable GPS,1817
3044,Post-trip cleaning,254
3045,Unlimited mileage,276
3046,Prepaid refuel,257
3047,Sled,291
3048,Prepaid refuel,1829
3049,Prepaid EV recharge,1830
3050,Prepaid refuel,2174
3051,Child safety seat,1840
3052,Prepaid refuel,1851
3053,Prepaid refuel,1860
3054,Post-trip cleaning,1868
3055,Post-trip cleaning,2186
3056,Post-trip cleaning,1886
3063,Prepaid refuel,1937
3064,Cooler,2214
3065,Post-trip cleaning,1953
3066,Post-trip cleaning,2223
3067,Cooler,1966
3068,Post-trip cleaning,1968
3069,Prepaid refuel,1982
3070,Unlimited mileage,1988
3071,Unlimited mileage,1992
3072,Post-trip cleaning,2000
3073,Phone mount,2013
3074,Child safety seat,2020
3075,Unlimited mileage,2026
3076,Prepaid refuel,2246
3083,Prepaid refuel,2084
3084,Post-trip cleaning,2276
3085,Child safety seat,2093
3086,Unlimited mileage,2097
3087,Phone mount,2105
3088,Air mattress,2114
3089,Prepaid refuel,2293
3090,Prepaid refuel,2118
3091,Post-trip cleaning,2129
3092,Post-trip cleaning,2137
3093,Prepaid refuel,2141
3094,Unlimited mileage,2150
3095,Post-trip cleaning,2301
3096,Cooler,2161
3103,Cooler,2365
3104,Unlimited mileage,2382
3105,Cooler,2393
3190,Unlimited mileage,916
3191,Prepaid refuel,117
3192,Child safety seat,1148
3193,Portable GPS,300
3194,Beach towel,406
3195,One-way trip,510
3196,Prepaid refuel,613
3197,Post-trip cleaning,1706
3198,Post-trip cleaning,266
3199,Unlimited mileage,2214
3200,One-way trip,2278
3201,Child safety seat,2382
3202,Child safety seat,932
3203,Prepaid refuel,133
3204,Portable GPS,1154
3205,Post-trip cleaning,1278
3206,Prepaid refuel,427
3207,Portable GPS,515
3208,Prepaid refuel,1594
3209,Post-trip cleaning,699
3210,Post-trip cleaning,256
3211,Child safety seat,1953
3212,Unlimited mileage,2093
3213,Post-trip cleaning,2394
3214,Post-trip cleaning,940
3215,Portable GPS,1026
3216,One-way trip,1171
3217,Prepaid refuel,314
3218,Unlimited mileage,421
3219,Pet fee,1508
3220,Prepaid refuel,1601
3221,Post-trip cleaning,701
3222,Child safety seat,289
3223,Post-trip cleaning,2224
3224,Child safety seat,2097
3225,Child safety seat,1
3226,Prepaid refuel,941
3227,Portable GPS,1036
3228,Prepaid refuel,214
3229,Post-trip cleaning,329
3230,Post-trip cleaning,1406
3231,Child safety seat,1493
3232,Unlimited mileage,628
3233,Post-trip cleaning,721
3234,Post-trip cleaning,2162
3235,Unlimited mileage,1971
3236,Unlimited mileage,2107
3237,Unlimited mileage,4
3238,Child safety seat,34
3239,Prepaid refuel,1032
3240,Prepaid refuel,1176
3241,Child safety seat,333
3242,Post-trip cleaning,439
3243,Unlimited mileage,530
3244,Child safety seat,636
3245,Post-trip cleaning,1718
3246,Cooler,2167
3247,Unlimited mileage,2231
3248,Camp chair,2114
3249,Cooler,6
3250,Prepaid refuel,38
3251,Post-trip cleaning,1056
3252,Prepaid refuel,1181
3253,Portable WiFi hotspot,345
3254,Post-trip cleaning,1430
3255,Child safety seat,542
3256,Post-trip cleaning,635
3257,Post-trip cleaning,1723
3258,Unlimited mileage,1834
3259,Post-trip cleaning,1984
3260,Post-trip cleaning,2294
3261,Child safety seat,817
3262,Child safety seat,944
3263,Post-trip cleaning,1080
3264,Portable GPS,227
3265,Unlimited mileage,1298
3266,Phone mount,1421
3267,Unlimited mileage,547
3268,Unlimited mileage,1618
3269,Unlimited mileage,1727
3270,One-way trip,2172
3271,Post-trip cleaning,1990
3272,Post-trip cleaning,2123
3273,Prepaid refuel,819
3274,Unlimited mileage,65
3275,Post-trip cleaning,1069
3276,Post-trip cleaning,1196
3277,Unlimited mileage,350
3278,Child safety seat,1418
3279,Pet fee,553
3280,Pet fee,1636
3281,Prepaid refuel,1743
3282,Post-trip cleaning,1849
3283,Post-trip cleaning,2239
3284,Prepaid refuel,2132
3285,Prepaid refuel,811
3286,Post-trip cleaning,953
3287,Camping tent,150
3288,Unlimited mileage,236
3289,Post-trip cleaning,1312
3290,Post-trip cleaning,453
3291,Unlimited mileage,558
3292,Child safety seat,1642
3293,Unlimited mileage,1762
3294,Prepaid refuel,1854
3295,Post-trip cleaning,2009
3296,Post-trip cleaning,2140
3297,Prepaid refuel,814
3298,Post-trip cleaning,969
3299,Prepaid refuel,1087
3300,Portable GPS,237
3301,Post-trip cleaning,355
3302,Post-trip cleaning,1435
3303,Prepaid refuel,1528
3304,Child safety seat,1630
3305,Child safety seat,1770
3306,Child safety seat,2181
3307,Prepaid refuel,2019
3308,Post-trip cleaning,2145
3309,Post-trip cleaning,827
3310,Post-trip cleaning,980
3311,Child safety seat,159
3312,Camp chair,242
3313,Pet fee,357
3314,Roof rack,464
3315,Post-trip cleaning,1538
3316,Prepaid refuel,1649
3317,Child safety seat,729
3318,Post-trip cleaning,1873
3319,Prepaid refuel,2022
3320,Post-trip cleaning,2298
3321,Phone mount,869
3322,Prepaid refuel,75
3323,Prepaid refuel,172
3324,Portable GPS,1207
3325,Unlimited mileage,364
3326,Unlimited mileage,1442
3327,Child safety seat,569
3328,Unlimited mileage,665
3329,Post-trip cleaning,743
3330,Post-trip cleaning,1892
3331,Post-trip cleaning,2250
3332,Cooler,2266
3333,Cooler,881
3334,Post-trip cleaning,990
3335,Unlimited mileage,1108
3336,Post-trip cleaning,1235
3337,Post-trip cleaning,1359
3338,Post-trip cleaning,1447
3339,Unlimited mileage,1562
3340,Post-trip cleaning,1666
3341,Portable GPS,762
3342,Prepaid refuel,1908
3343,Unlimited mileage,2253
3344,Unlimited mileage,2311
3345,Child safety seat,791
3346,Child safety seat,794
3347,Post-trip cleaning,800
3348,Unlimited mileage,817
3349,One-way trip,807
3350,Prepaid refuel,21
3351,Post-trip cleaning,23
3352,Post-trip cleaning,825
3353,Skateboard,850
3354,Phone mount,839
3355,Post-trip cleaning,870
3363,Portable GPS,931
3364,Post-trip cleaning,938
3365,Post-trip cleaning,941
3366,Child safety seat,43
3367,Phone mount,47
3368,Prepaid refuel,51
3369,Post-trip cleaning,61
3370,Phone mount,952
3371,Post-trip cleaning,967
3372,Prepaid refuel,979
3373,Child safety seat,976
3374,Post-trip cleaning,81
3375,Prepaid refuel,78
3383,Post-trip cleaning,132
3384,Prepaid refuel,1026
3385,Post-trip cleaning,1036
3386,Post-trip cleaning,1032
3387,Child safety seat,1044
3388,One-way trip,1060
3389,Prepaid refuel,1081
3390,One-way trip,1085
3391,Prepaid refuel,154
3392,Post-trip cleaning,170
3393,Post-trip cleaning,164
3394,Unlimited mileage,1095
3395,Post-trip cleaning,176
3403,Child safety seat,1165
3404,Unlimited mileage,1158
3405,Pet fee,1173
3406,Prepaid refuel,217
3407,One-way trip,1180
3408,Post-trip cleaning,226
3409,Post-trip cleaning,231
3410,Post-trip cleaning,1198
3411,Air mattress,1189
3412,Portable GPS,1191
3413,Portable GPS,242
3414,One-way trip,1206
3415,One-way trip,1218
3423,Prepaid refuel,1277
3424,Unlimited mileage,1283
3425,Unlimited mileage,329
3426,Post-trip cleaning,1292
3427,Post-trip cleaning,336
3428,Child safety seat,346
3429,Portable WiFi hotspot,1300
3430,Post-trip cleaning,352
3431,Portable GPS,1317
3432,Phone mount,1325
3433,Prepaid refuel,360
3434,Post-trip cleaning,1348
3435,Phone mount,1354
3443,One-way trip,410
3444,Portable GPS,419
3445,Prepaid refuel,431
3446,Prepaid refuel,1407
3447,Prepaid refuel,1411
3448,One-way trip,1421
3449,Skateboard,1417
3450,Child safety seat,446
3451,One-way trip,460
3452,Phone mount,1436
3453,Post-trip cleaning,1439
3454,Post-trip cleaning,1441
3455,Unlimited mileage,485
3463,Portable GPS,1489
3464,Prepaid refuel,1507
3465,Post-trip cleaning,1493
3466,Prepaid refuel,539
3467,Post-trip cleaning,532
3468,Post-trip cleaning,545
3469,Unlimited mileage,552
3470,Child safety seat,1512
3471,Unlimited mileage,1519
3472,Prepaid refuel,1534
3473,Child safety seat,1552
3474,One-way trip,1558
3475,Kayak,1559
3483,Prepaid refuel,616
3484,Post-trip cleaning,1601
3485,Portable WiFi hotspot,1608
3486,Post-trip cleaning,636
3487,Post-trip cleaning,633
3488,Portable WiFi hotspot,642
3489,Post-trip cleaning,1620
3490,Child safety seat,1641
3491,Child safety seat,1643
3492,Child safety seat,649
3493,Prepaid refuel,1652
3494,Child safety seat,662
3495,Prepaid refuel,1660
3503,Post-trip cleaning,710
3504,Camping gear,712
3505,Prepaid refuel,706
3506,Prepaid refuel,1713
3507,Unlimited mileage,1736
3508,Stroller,1739
3509,Prepaid refuel,1741
3510,Unlimited mileage,1753
3511,Post-trip cleaning,1765
3512,Post-trip cleaning,725
3513,Post-trip cleaning,748
3514,Prepaid refuel,752
3515,Post-trip cleaning,1784
3523,Unlimited mileage,268
3524,Cooler,289
3525,Post-trip cleaning,263
3526,Post-trip cleaning,2165
3527,Unlimited mileage,1833
3528,Child safety seat,2172
3529,Unlimited mileage,1840
3530,One-way trip,1851
3531,Post-trip cleaning,2177
3532,One-way trip,1868
3533,Prepaid refuel,1877
3534,Post-trip cleaning,1887
3535,Child safety seat,1899
3543,Prepaid refuel,2219
3544,Prepaid refuel,2223
3545,Unlimited mileage,1966
3546,Post-trip cleaning,2229
3547,Unlimited mileage,1982
3548,Post-trip cleaning,1988
3549,Post-trip cleaning,1993
3550,Unlimited mileage,2004
3551,Unlimited mileage,2016
3552,Post-trip cleaning,2024
3553,Post-trip cleaning,2026
3554,Child safety seat,2246
3555,Post-trip cleaning,2042
3563,Cooler,2093
3564,Phone mount,2282
3565,Post-trip cleaning,2108
3566,Prepaid refuel,2113
3567,Phone mount,2296
3568,Unlimited mileage,2119
3569,Post-trip cleaning,2126
3570,One-way trip,2133
3571,Child safety seat,2143
3572,Prepaid refuel,2150
3573,Air mattress,2303
3574,Post-trip cleaning,2161
3575,Prepaid refuel,2267
3583,Post-trip cleaning,2393
3680,Post-trip cleaning,26
3681,Post-trip cleaning,137
3682,Child safety seat,210
3683,Post-trip cleaning,323
3684,Post-trip cleaning,1400
3685,Portable WiFi hotspot,1507
3686,Prepaid refuel,1605
3687,Prepaid refuel,717
3688,Unlimited mileage,258
3689,Unlimited mileage,2224
3690,Post-trip cleaning,2097
3691,Post-trip cleaning,10
3692,Post-trip cleaning,41
3693,Portable speaker,1028
3694,Pet fee,214
3695,Post-trip cleaning,1291
3696,Child safety seat,431
3697,Post-trip cleaning,537
3698,Unlimited mileage,1608
3699,Child safety seat,706
3700,Post-trip cleaning,1826
3701,Stroller,1966
3702,Prepaid refuel,2109
3703,Portable GPS,10
3704,Post-trip cleaning,34
3705,Post-trip cleaning,1040
3706,Unlimited mileage,217
3707,Post-trip cleaning,1294
3708,Post-trip cleaning,435
3709,Child safety seat,539
3710,Post-trip cleaning,630
3711,Prepaid refuel,1717
3712,Unlimited mileage,1829
3713,Post-trip cleaning,1970
3714,Beach gear,2114
3715,Post-trip cleaning,6
3716,Child safety seat,47
3717,Portable GPS,1044
3718,Prepaid refuel,221
3719,Unlimited mileage,337
3720,Child safety seat,1420
3721,Prepaid refuel,532
3722,Post-trip cleaning,641
3723,Prepaid refuel,1722
3724,Prepaid refuel,1834
3725,Prepaid refuel,1984
3726,Unlimited mileage,2290
3727,Portable GPS,13
3728,Post-trip cleaning,56
3729,Prepaid refuel,1079
3730,Prepaid refuel,1186
3731,Unlimited mileage,343
3732,Prepaid refuel,1414
3733,Prepaid refuel,546
3734,Post-trip cleaning,1633
3735,Post-trip cleaning,1726
3736,Child safety seat,2176
3737,Prepaid refuel,1990
3738,Unlimited mileage,2123
3739,Phone mount,21
3740,Prepaid refuel,64
3741,Post-trip cleaning,1073
3742,One-way trip,232
3743,Child safety seat,1302
3744,Pet fee,1423
3745,Unlimited mileage,553
3746,Pet fee,1620
3747,Post-trip cleaning,1749
3748,Unlimited mileage,1842
3749,Prepaid refuel,2239
3750,One-way trip,2131
3751,Unlimited mileage,821
3752,Post-trip cleaning,963
3753,Post-trip cleaning,150
3754,Post-trip cleaning,1199
3755,Unlimited mileage,1309
3756,Unlimited mileage,453
3757,Unlimited mileage,1524
3758,Post-trip cleaning,1626
3759,Post-trip cleaning,1754
3760,Post-trip cleaning,1854
3761,Prepaid refuel,2009
3762,Phone mount,2135
3763,Phone mount,24
3764,Unlimited mileage,969
3765,Bike,158
3766,Portable speaker,1203
3767,Portable WiFi hotspot,1321
3768,Prepaid refuel,471
3769,Post-trip cleaning,1528
3770,One-way trip,647
3771,Post-trip cleaning,1770
3772,Post-trip cleaning,2182
3773,Post-trip cleaning,2019
3774,Unlimited mileage,2145
3775,Prepaid refuel,848
3776,Child safety seat,974
3777,Prepaid refuel,170
3778,Post-trip cleaning,1193
3779,Post-trip cleaning,1330
3780,Post-trip cleaning,1437
3781,Portable GPS,1537
3782,Post-trip cleaning,1649
3783,Prepaid refuel,729
3784,Child safety seat,1872
3785,Post-trip cleaning,2025
3786,Unlimited mileage,2298
3787,Child safety seat,851
3788,Unlimited mileage,72
3789,One-way trip,1093
3790,Prepaid refuel,244
3791,Portable WiFi hotspot,1338
3792,Phone mount,466
3793,Child safety seat,1549
3794,Post-trip cleaning,1654
3795,Post-trip cleaning,735
3796,Unlimited mileage,2188
3797,One-way trip,2033
3798,Post-trip cleaning,2157
3799,Post-trip cleaning,862
3800,Post-trip cleaning,87
3801,Tablet,178
3802,Post-trip cleaning,1228
3803,Child safety seat,374
3804,Post-trip cleaning,1444
3805,Unlimited mileage,579
3806,Post-trip cleaning,1662
3807,Portable WiFi hotspot,745
3808,One-way trip,2196
3809,Child safety seat,2048
3810,Phone mount,2074
3811,Prepaid refuel,881
3812,Post-trip cleaning,994
3813,Post-trip cleaning,1130
3814,Child safety seat,1240
3815,Post-trip cleaning,1365
3816,Prepaid refuel,1464
3817,Pet fee,1579
3818,Unlimited mileage,684
3819,Prepaid refuel,1807
3820,Unlimited mileage,1920
3821,Pet fee,2263
3822,Prepaid refuel,2351
3823,Cooler,782
3824,Prepaid refuel,3
3825,Portable GPS,5
3826,Child safety seat,804
3827,Post-trip cleaning,819
3828,Prepaid refuel,820
