insurance,car_year,city,description,zip_code,trim,star_rating,gas,guidelines,model,state,add_delivery_cost,car_id,make,mpg,n_of_seats,delivery_cost_airport,vehicle_type,distance_included,n_of_doors,host_id,add_delivery_info,delivery_airport,car_page_url,business_class
"Liberty Mutual",2019,arlington,"Find the perfect vehicle for your next adventure. Click to get $25 off your first trip.
https://turo.com/c/vdq28b
Welcome to Turo and thanks for choosing my car for your rental needs. 

Reasons to choose my car

1. All my cars are purchased brand new from the dealership
2. All my cars come with factory warranty, 
3. All my cars are maintained professionally by dealership
4. I change my tires when they have 1/3rd thread left
5. All my tires come with road hazard warranty, so no out of pocket when hit
6. All my cars have roadside assistance from manufacturers
7. Curbside delivery to DFW and Lovefield airport, No ride needed after that
8. Always will meet me in person, No remote operation.
9. Cheapest mileage overage fee which is waived in most occasions
10. Cheapest Post trip cleaning fee and child seat fee
11. 1st rental 10% allowance on mileage limit
      2nd rental 25% allowance on mileage limit
     3.rd rental 50% allowance on mileage limit
      4th Rental Double mileage offered
     5th and above, Unlimited mileage
Thanks for giving me the opportunity to serve you in the DFW metroplex  

Strictly NO SMOKING",76011,LS,5.0,Gas,none,spark,tx,none,1252,chevrolet,34,4,"['$45']",cars,none,4,115,none,"['Dallas/Fort Worth International Airport']","https://turo.com/rentals/cars/tx/arlington/chevrolet-spark/551708",1
"Liberty Mutual",2019,los-angeles,"Nice and clean !!!",90045,LE,5.0,Gas,none,camry,ca,50,1272,toyota,28,5,"['$95']",cars,1750,4,1,"Up to 20 miles","['Bob Hope Airport', 'Los Angeles International Airport']","https://turo.com/rentals/cars/ca/los-angeles/toyota-camry/506200",0
"Liberty Mutual",2014,los-angeles,"?  We are The Preferred choice for 1st-time Turo renters
As testified by our growing clientele!

?  $25 Off - your first trip by Turo!  
www.UmbrellaBlackFleet.com/booking

?  Our Turo story:  
www.UmbrellaBlackFleet.com
Book with confidence - check our ratings and response time!  


Hello fellow enthusiast!
Looking for Porsches, Nissan GT-R or alike?
Please visit our Turo garages at:        
?? www.UmbrellaBlackFleet.com/booking  



*All-new style with a fresh exterior and interior
*Amazing fuel economy
*Safety features abound
*Redesigned lift-gate
*Bluetooth and more!


Portable GPS available upon request.


***We treat each and everyone of our clients like VIP. As we ourselves used to travel for work, we understand and value your important schedule. One of us will always be available for any of your comfort needs, so we can make sure you get the ultimate experience.  We understand reliability and so we choose to keep our cars maintained professionally. Just ask for Cristian or Ernest! Thank you for L@@KING!!! ...and lets DRIVE!


______________________________________
24/7 pickup and return at 1 Gateway location.  There is a one time 2 to 8 USD parking fee for pick up, but we will also pay for the parking fees associated on your return when we pick up.  It’s like going halfsies!  

24/7 pickup and return at ONT/SNA/LGB/BUR airports.  There is a one time 11 to 20 USD parking fee for pick up, but we will also pay for the parking fees associated on your return when we pick up. It’s like going “Dutch”!

LAX Turo Valet pick up within the open business hours of 6am-10pm.  Your Uber/Lyft/Taxi will also be reimbursed during open business hours by your Turo Valet Attendant from LAX to the Turo Valet Lot and vice versa, no worries! For after hours (10pm-6am) we can accommodate you with a one time 8 to 19 USD parking fee for pick up, but we will also pay for the parking fees associated on your return when we pick up. It’s like a pick up and a drop off convenience for the price of 1! 

A quick note for last minute renters who love to live on the edge!  Please note that the 1hr advance notice requirement at LAX applies to reservation trip times starting between 6am-10pm.  Any trips requiring after hours pick up will need to provide us with a 12hr notice.  All delivery fees will be waived once we perfect our instant teleportation devices, but rest assured we’re working on it! 

In the meantime, this gives you a great option to pick up the car at any time even after hours and allows us to give you our great prices!

24/7 FREE pickups at Walnut, Ca.  91789

3% of our annual net proceeds are donated to St. Jude’s Children’s Hospital, Animal Welfare Institute, and WesternU College of Graduate Nursing Fund to give a little something back =)",90012,ES,5.0,"Gas (Regular)",none,outlander,ca,95,1292,mitsubishi,28,5,"['$50', '$50', '$50', '$20']",suvs,none,4,300,"Up to 25 miles","['Long Beach Airport', 'LA/Ontario International Airport', 'Bob Hope Airport', 'Los Angeles International Airport']","https://turo.com/rentals/suvs/ca/los-angeles/mitsubishi-outlander/239120",1
"Liberty Mutual",2012,richmond,"91+ PREMIUM GAS ONLY!! Regular Gas or Diesel will cause engine problem. Please keep receipt to prove. 
Please keep the car in same condition. NO SMOKING AT ALL TIME! 40 dollars will be charged if car returned dirty. And 100 dollars for smoking inside the car.
Please return on time, Turo Charge late fee for 50/hour up to 200 for the insurance they provided.
Pick up instruction: Delivery fee is really expensive! TWO smart ways to pick up: 1. taking a Uber to my address to pick up. 2. Drive your car and park in my place. (Nice and secure neighborhood). I have lock boxes to hand over the keys. once your booking is approved, I will send you the pick up instruction.
FOUR WHEEL DRIVE BMW, classic E92 BMW, I6 engine which is not produced anymore. Let me worry about the BMW hassle and you just enjoy the fun driving!
First time user Use this link to register to get $25 off
https://turo.com/c/zehuaw1
91+ PREMIUM GAS ONLY!! Regular Gas will cause engine problem. Please keep receipt to prove. 
NO SMOKING AT ALL TIME! Smoke detector installed, 100 dollars will be charged if smoking activity found in the car.
Please keep the car in same condition, 40 dollars will be charged if car returned dirty. 
Please return on time, Turo Charge late fee for 50/hour up to 200 for the insurance they provided.
Pick up instruction: Delivery fee is really expensive! TWO smart ways to pick up: 1. taking a Uber to my address to pick up. 2. Drive your car and park in my place Parking fee may applied, please contact me beforehand (Nice and secure neighborhood)",23228,335d,5.0,none,none,"3 series",va,none,1312,bmw,30,5,"['$120']",cars,600,4,49,none,"['Richmond International Airport']","https://turo.com/rentals/cars/va/richmond/bmw-3-series/548819",0
"Liberty Mutual",2015,columbia,"Infinity QX60 SUV in almost brand new condition. The car has less than 20K miles, 3rd row seats , seats for 7 adults and is fully loaded with All wheel drive, Navigation, Front and Back camera, Powered and heated seats, 13 Speaker Premium Bose System, Auto remote start , Leather seats , Sunroof and many more features.

No smoking in the car.

Premium fuel only.

****Delivery and Pickup*******************
Mon-Thu: After 7.00 pm
Fri-Sun: Anytime",21046,Base,5.0,Gas,none,qx60,md,none,1332,infiniti,24,7,[],suvs,1000,4,348,none,"['Baltimore/Washington International Thurgood Marshall Airport', 'Washington Dulles International Airport', 'Washington Reagan National Airport']","https://turo.com/rentals/suvs/md/columbia/infiniti-qx60/409955",1
"Liberty Mutual",2008,inglewood,"Copy this link, Copy this link, Copy this link:

https://turo.com/c/yanal12

- $25 credit toward rental when signing up NEW account with the link above
- Make sure you are a first time user, duplicate accounts with Turo will get you banned
- It show up as an invitation from me, click on green box to sign up.


Brand New BMW.",90301,xDrive28i,4.5,"Gas (Premium)","['By booking my vehicle, you are agreeing that you have read and accepted all Terms and Conditions below. •The vehicle must be returned in the same condition that it was received. If you can’t find a car wash/gas station, both are conveniently located 30 seconds away from my drop off lot. You can inquire about more information by directly messaging me. •In the event that the vehicle has been returned without a full gas tank, you are responsible for the actual gas bill + a turo administrative fee. You can add $70 for post trip refueling to your booking by the modifying the trip and adding this option located within the "" Extras "" section.•In the event that the vehicle is returned filthy, you are responsible for additional cleaning charges, which range from $30 to $250; or you can add $25 for post trip cleaning to your booking by the modifying the trip and adding this option located within the "" Extras "" section. •Smoking cigarettes and marijuana is STRICTLY PROHIBITED inside the vehicle. Any violation of the smoking policy will be subject to up to a $250 fee. All turo cleaning policies may be reviewed by following the link:  https://support.turo.com/hc/en-us/articles/360000808347-Cleaning-policy• Turo administrative fee added to any parking violations issued by city and not paid directly by you. •The vehicle must be returned on time (as indicated on your booking reservation) as the next client is scheduled immediately after your drop off. (Please plan on approximately 30 minutes to take care of vehicle maintenance duties as stated above, prior to returning my vehicle.)* Late return fee is $50/hourly + turo administrative fee may apply if you are late returning the car. I hope you enjoy my car as I have tried very hard to make your reservation as convenient, pleasant and hassle free as possible and I look forward to booking with you again.']",x1,ca,90,1352,bmw,26,5,[],suvs,none,4,263,"Up to 20 miles","['Los Angeles International Airport']","https://turo.com/rentals/suvs/ca/inglewood/bmw-x1/381515",0
"Liberty Mutual",2018,south-gate,"2017 Dodge Challenger.   Pure American muscle car that is guaranteed to turn some heads.  

Some of the features are:
- Power Seats
- Power Windows
- AUX outlet for iPhone
- Keyless Entry
- Bluetooth
- USB port
- Touch screen head unit
- Rear Back Up Camera

This car is in brand new  condition. You will enjoy your trip cruising in this fun muscle car.around the city. 


Please return the car in reasonably clean condition.  If not subject to cleaning fee.

????????NO SMOKING! ????????
We will charge up to $250 to get the smell out the car.",90280,none,5.0,Gas,none,challenger,ca,70,1372,dodge,24,5,"['$70', '$70', '$40']",cars,1000,2,183,"Up to 5 miles","['Bob Hope Airport', 'Long Beach Airport', 'Los Angeles International Airport']","https://turo.com/rentals/cars/ca/south-gate/dodge-challenger/422250",0
"Liberty Mutual",2018,los-angeles,"???? https://turo.com/c/archies1 ????
- $25 credit toward rental when signing up NEW account with the link above
- Make sure you are a first time user, duplicate accounts with Turo will get you banned
- It show up As an invitation from me, click on green box to sign up.

Car is extremely low must have experience in driving lowered cars before renting.

Please look at the pictures of the ground clearance.

This GT-R has been fitted with Miura’s recently-released wide-body conversion, which if you glance over might not look any different, but in fact is somewhat evolved from the first version. You may have already noticed the redesigned front bumper with those four large openings on the bar that cross over the center grille. The way the two-piece front fender flares merge with said bumper is new too; there’s a more profiled, curved finishing section which gives more continuity to how it all ties together.

Back to the Pandem aero, Miura has changed up the design of the rear overfenders as well; they don’t extend right up to the door line and the bumper lines as the Version 1 kit does. To me, it actually looks better this way. I know that minimalism is a big thing with this sort of bolt-on look.

Then there’s the rear. The stock bumper remains, but a diffuser section with an in-built fog light has been added.

But I guess when you choose to take a GT-R and transform it in this way, you’re seeking attention. If you’re not, you better get ready for it! I spent most of the weekend driving around some pretty wealthy Beverly Hills neighbourhoods where supercars and even hypercars are commonplace on the road, just to see what reaction I got. It was fun too gets so much attention and prepare to be flocked by random people when parked.


As for the other aspects, I really can’t fault any of the additional aero; there was no impact on the drivability of the GT-R. The wheels and tyres aren’t that much bigger than stock either, and the bump in offset means the increased front and rear tracks actually seem to make the car more planted through the bends and more reactive to steering inputs.

From a front seat perspective, the interior hasn’t really been messed with; it retains all of its comfort and sportiness.",91402,Premium,5.0,Gas,"[""Please take a moment to read.  There are some rules and guidelines for renting this car. - Premium 91 Pump Gas only. Please provide a copy of the receipt for confirmation.- Guests must return the car Hand Washed and Vacuumed For The Next Renter.-  No smoking in the vehicle.  This will result in a big fine and neither of us want that to happen.  - Please no eating or Drinking in the car. Any sign of spillage will incur a $100 fine. -The car is extremely low so please be careful when parking close to a curb. Each wheel will be photographed  before and after and any curb rash will incur a repair fee of $200 per incident- Absolutely no racing of any kind. All High Performance cars on TURO have monitors or apps that monitor and regulate against this.  I know it's a sport car and i want you to enjoy it, but keep it legal. -No smoking, Fragrances or air fresheners of any sort in the car.  Turo charges up to $250 for smoking or any evidence of smoking in the car.- The car is equipped with an OBD2 Tracker that monitors  reckless or off-road driving guest may not tamper with, disable, or remove any devices from the car. If a guest tampers with, disables, or removes a device, Turo, at its discretion, will take proper actions. These may include, but are not limited to, suspending the guest’s Turo account, referring the guest to law enforcement, charging the guest an administrative fee of up to $5000, and/or invoicing the guest the true cost of repairing or replacing the device(""]","gt r",ca,120,1392,nissan,18,4,none,cars,none,2,389,"Up to 25 miles",none,"https://turo.com/rentals/cars/ca/los-angeles/nissan-gt-r/545978",0
"Liberty Mutual",2014,dunwoody,"2012 BMW 535i with the M package wheels. Car is fully loaded with navigation. I'm in a great location in Buckhead by Lenox Mall and Phipps Plaza. Best way to get to me is via Uber or Buckhead Marta is right next door.

*** airport dropoff for only $35, car will be parked in either the north or south daily garage.
** BMW takes premium gas only (92+ octane)
***No smoking, there is a $50 fee for smoking",30346,"535i xDrive",5.0,Gas,"['**No smoking** BMW takes premium fuel only']","5 series",ga,none,1412,bmw,24,5,"['$40']",cars,900,4,367,none,"['Hartsfield-Jackson Atlanta International Airport']","https://turo.com/rentals/cars/ga/dunwoody/bmw-5-series/381071",0
"Liberty Mutual",2014,peachtree-city,"Outstanding Convertible Mustang , Very clean , tinted windows , low mileage , Minor crack in windshield",30269,none,0.0,"Gas (Premium)",none,mustang,ga,120,1432,ford,24,4,"['$60']",cars,none,2,144,"Up to 25 miles","['Hartsfield-Jackson Atlanta International Airport']","https://turo.com/rentals/cars/ga/peachtree-city/ford-mustang/411410",0
"Liberty Mutual",2015,torrance,none,90503,Base,5.0,none,none,prius,ca,0,1452,toyota,46,5,[],cars,none,4,14,"Up to 10 miles","['Los Angeles International Airport']","https://turo.com/rentals/cars/ca/torrance/toyota-prius/345146",0
"Liberty Mutual",2015,los-angeles,"Get $25 credit use this promo code  https://turo.com/c/imtiazt
the car is available one way to Las Vegas or San Fransico but a minimum of 3 days reservation and $1000 rate to pick up 
Delivery available beyond 15miles but you need to pay for my uber ride for drop off and pick up 
Original Msrp $138,673

Find the perfect vehicle for your next adventure. Click to get $25 off your first @Turo trip. https://turo.com/referral?code=1283695rMwqX2

First time renting on Turo? Get $25 by using  link below 

Open your Turo account by copying the link into your url to get $25 off your first trip: 

https://turo.com/referral?code=1283695rMwqX2

First Time Renter Instructions: 

1. Create a TURO Account using this link: https://turo.com/referral?code=1283695rMwqX2
2. Get Pre-approved to drive by uploading a photo of your driver’s license and credit card info. 
3. Wait For an Approval or call Turo if you need it right away 1-(866)-735-2901 
5. Make a Request On This Car",90045,none,4.5,none,none,911,ca,120,1472,porsche,none,none,[],cars,none,none,313,"Up to 15 miles","['Los Angeles International Airport']","https://turo.com/rentals/cars/ca/los-angeles/porsche-911/170246",0
"Liberty Mutual",2015,huntington-beach,"Hi there, you are looking at a very clean 2011 Prius that is rated 50mpg. It has new tires and fully serviced, ready for long trips. Bluetooth ready. If this is your first rental, you can use this code to receive $25 off your rental https://turo.com/c/2546079rT7Ty9",92647,Two,5.0,none,"['Please, no smoking in vehicle, please return the vehicle in the same condition as rented. I will strive to always have the vehicle clean and safe for all trips. There will be fuel and cleaning fees as per turo if these policies are abused, however I am very lenient and will accommodate most issues, pets and animals welcomed but if the vehicle is returned with smoke or other odors and or excessive dirtiness from animal hair, stains, spills, trash, etc. there will be a $250 cleaning fee assessed. All weather mats are installed to help prevent this issue and for easy cleaning.']",prius,ca,120,1492,toyota,50,5,"['$80', '$50', '$75']",cars,2000,4,336,"Up to 50 miles","['Los Angeles International Airport', 'John Wayne Airport', 'Long Beach Airport']","https://turo.com/rentals/cars/ca/huntington-beach/toyota-prius/505740",0
"Liberty Mutual",2017,los-angeles,"Z06 LT4 - 650hp that can keep up with the Batmobile. Why get a base Stingray when you can get the Real-Deal-Holyfield?  Literally one of the fastest production car in the world. 

?  We are The Preferred choice for 1st-time Turo renters
As testified by our growing clientele!

?  $25 Off - your first trip by Turo!  
www.UmbrellaBlackFleet.com/booking

?  Our Turo story:  
www.UmbrellaBlackFleet.com
Book with confidence - check our ratings and response time!  


Hello fellow enthusiast!
Looking for Porsches, Nissan GT-R or alike?
Please visit our Turo garages at:        
?? www.UmbrellaBlackFleet.com/booking 


Z-06 
80mm WIDER than the Stingray
More hp than the Dodge Viper ACR straight from the factory 

AKA the Supercar Ferrari Killer 
650hp!  transferring 650 lb.-ft. of torque...an amazing engineering feat of 1:1 ratio 
0-60 in under 3 seconds

According to Autoweek 
""Aside from Z06 badge snobbery, there's no other reason to ignore the Z06 when considering...a supercar!""

*7-speed manual stick shifterrr (only for the purist)
*Removable hardtop roof for your SoCal tan
*Factory handlebar for your passenger to HOLD ON for dear life!
*Aero package
*Up-and-down screen
*Ceramic coated paint
*Carbon fiber parts
*Dry sump oil system
*Composite floor panels
*Hydroformed aluminum frame
*Magnetic ride control suspension
*Titanium intake valves

...every time you're on the road, it's like the Running of the Bulls in Spain where you're the bull and everyone else is moving out of the way!


***We treat each and everyone of our clients like VIP. As we ourselves used to travel for work, we understand and value your important schedule. One of us will always be available for any of your comfort needs, so we can make sure you get the ultimate experience.  We understand reliability and so we choose to keep our cars maintained professionally. Just ask for Cristian or Ernest! Thank you for L@@KING!!! ...and lets DRIVE!


______________________________________
24/7 pickup and return at 1 Gateway location.  There is a one time 2 to 8 USD parking fee for pick up, but we will also pay for the parking fees associated on your return when we pick up.  It’s like going halfsies!  

24/7 pickup and return at ONT/SNA/LGB/BUR airports.  There is a one time 11 to 20 USD parking fee for pick up, but we will also pay for the parking fees associated on your return when we pick up. It’s like going “Dutch”!

LAX Turo Valet pick up within the open business hours of 6am-10pm.  Your Uber/Lyft/Taxi will also be reimbursed during open business hours by your Turo Valet Attendant from LAX to the Turo Valet Lot and vice versa, no worries! For after hours (10pm-6am) we can accommodate you with a one time 8 to 19 USD parking fee for pick up, but we will also pay for the parking fees associated on your return when we pick up. It’s like a pick up and a drop off convenience for the price of 1! 

A quick note for last minute renters who love to live on the edge!  Please note that the 1hr advance notice requirement at LAX applies to reservation trip times starting between 6am-10pm.  Any trips requiring after hours pick up will need to provide us with a 12hr notice.  All delivery fees will be waived once we perfect our instant teleportation devices, but rest assured we’re working on it! 

In the meantime, this gives you a great option to pick up the car at any time even after hours and allows us to give you our great prices!

24/7 FREE pickups at Walnut, Ca.  91789

3% of our annual net proceeds are donated to St. Jude’s Children’s Hospital, Animal Welfare Institute, and WesternU College of Graduate Nursing Fund to give a little something back =)",90012,none,5.0,Gas,none,"corvette stingray",ca,75,1512,chevrolet,23,2,"['$70', '$50', '$50', '$50', '$20']",cars,none,2,300,"Up to 25 miles","['Bob Hope Airport', 'Long Beach Airport', 'LA/Ontario International Airport', 'John Wayne Airport', 'Los Angeles International Airport']","https://turo.com/rentals/cars/ca/los-angeles/chevrolet-corvette-stingray/244152",0
"Liberty Mutual",2009,los-angeles,"First time renter? GET $25 OFF YOUR FIRST RENTAL WITH THIS LINK   

 https://turo.com/c/jong


This is a great, roomy and reliable little car! Seats 5 comfortably, and has pretty large trunk for luggage or shopping! AM/FM/CD Radio, cool A/C, Power Windows and Door Locks, everything you need for your trip. 

And because its a Toyota, its great on gas. 

Great for short weekend outings, Costco or IKEA shopping trips, or even long term trips. 

Let me know if you have any questions!",90064,Base,5.0,"Gas (Regular)","['*PLEASE absolutely no SMOKING/VAPING, EATING, SODA, or PETS in my car! *I keep my cars in clean condition with full tank of regular grade fuel and expect it to be returned in same condition or minimum $20 cleaning fee applies, higher detailing fee for stains or smoke. Failure to return vehicle with a completely FULL tank will result in $10 surcharge plus missing gas. *Failure to pay any tickets will incur a $20 surcharge plus cost of ticket.']",matrix,ca,none,1532,toyota,26,5,"['$35', '$120', '$120']",cars,none,4,448,none,"['Los Angeles International Airport', 'John Wayne Airport', 'Bob Hope Airport']","https://turo.com/rentals/cars/ca/los-angeles/toyota-matrix/273452",0
"Liberty Mutual",2018,los-angeles,"Borla exhaust


$$Use this link  https://turo.com/c/mikhailm39 for your first trip and get a discount $25 $$


455 horsepower and 455 lb.-ft. of torque, 6.2L V8 engine
- 8 Speed automatic transmission, with semi-automatic mode and paddle shifters
- Head Up Display (HUD)
- Brembo brakes
- 1st and 2nd row curtain head airbags
- 4-wheel ABS Brakes
- Driveline Traction Control
- Audio System Premium Brand Speakers by Bose
- Bluetooth wireless phone connectivity
- Chevrolet MyLink
- Cruise control
- Digital Audio Input
- Driver and passenger heated and cooled seats
- Driver seat memory
- Driver's side auto-dimming mirrors
- Dual illuminated vanity mirrors
- Dual reverse tilt mirrors
- Electrochromatic rearview mirror
- Front fog/driving lights
- Front sport seats
- Heated steering wheel
- Leather seat upholstery
- Manufacturer's 0-60mph acceleration time of 4.0 s
- OnStar Guidance
- Power windows
- Rear spoiler
- Remote engine start
- Navigation system
- SiriusXM AM/FM/Satellite Radio
- SiriusXM Satellite Radio(TM)
- Stability control
* Please fill up the (Premium) gas tank with receipt on the same level as you have picked up the car.* No smoking or pets please. 

If you’re looking for someplace to stay at Hollywood hills
https://abnb.me/b5Rg1HGdZT
https://abnb.me/cN2VNMKdZT",90068,none,5.0,"Gas (Premium)","['$$Use this link  https://turo.com/c/mikhailm39 for your first trip and get a discount $25 $$-= GRAB YOUR OPTIONAL EXTRAS AT THE CHECKOUT =-Not every Turo Guest follows guidelines to use hand wash and refuel the tank with the right grade of fuel during and at the trip-end. That’s the main reason when the guests are disappointed getting charged for the Cleaning and the Gas reimbursement. You are giving your respect for the next renter by adding extra at the checkout as the previous renter made for you. The vehicles must be prepared for the next Guest by the professionals an we’ve found perfect solution to safe your time and make the trip experience more smoother as it could be for Turo Guests and packed the most necessary options into Unlimited Mileage Extra.Post-trip cleaning does not cover upholstery cleaning, spills, stains, pet hair, or smoke removal.']",camaro,ca,120,1552,chevrolet,28,5,"['$120', '$120', '$120']",cars,none,2,417,"Up to 25 miles","['Van Nuys Airport', 'Los Angeles International Airport', 'Bob Hope Airport']","https://turo.com/rentals/cars/ca/los-angeles/chevrolet-camaro/410784",1
"Liberty Mutual",2015,los-angeles,"FULLY LOADED BRAND NEW CUSTOM 2018 PORSCHE BOXSTER 718 CONVERTIBLE

The Boxster 718 has a 2.0-liter turbocharged engine generating 300 horsepower. Double overhead cams with four valves per cylinder, Direct fuel injection, exhaust system, SPORT button and 6-speed manual transmission. Premium Package with Sound Package Plus, bluetooth, power sport seats, and 19 inch Boxster S wheels.

SPECS

Horsepower: 300 hp @ 6500 rpm
Torque: 280 @ 1950 rpm
MPG: 21 City / 28 Highway
Transmission: Automatic/6 Speed Manual
Tank Size: 14.3 Gallon
Passengers: 2

Additional Features:
-Automatic extending speed-activated spoiler
-Electromechanical power steering
-Roadster top in blue
-Leather package
-Power sport seats
-Power adjustable heated side mirrors
-Heated steering wheel

Read our reviews and rent with confidence. Check out some of our other cars too!

Message us for more info or questions.

First time Turo users, copy and paste the link below to sign up and get $25 Travel Credit:
https://turo.com/c/eyvzei",90015,none,5.0,"Gas (Premium)","[""As per Turo's rules, the car must be returned in the same condition it was received (interior and exterior). We can bill you to have the car cleaned after drop off.Any late return will lead to a late return fee according to Turo regulationsPlease do not use our vehicles for any photographing/video, YouTube endeavors,  or any commercial work without consulting with us first. Please read Turos terms and conditions for more info.-Last minute changes or relocation for deliveries less than one hour notice or pick ups, a fee of $150 will be added.-No pets please unless they are service animals.-Absolutely no smoking.  Turo charges up to $250 for smoking.-Any food particles must be cleaned up before returning the vehicle.  No smudges or residues please.  Drink spillage will incur a deep cleaning fee.-No racing or reckless driving.  The car comes with a factory built-in GPS for me to track its location, average speed, and daily route.-Do not tamper with the blackbox recorder.-91 Gas only, please keep the receipts.-Please be careful when parking close to a curb.  Each wheel will be photographed before/after and any curb rash will incur a repair fee per curb rash.-Also be careful going over bumps, dips and driveways to prevent scratching bottom of vehicle.Parking Guidelines: * DO NOT park anywhere where the vehicle will be ticketed* DO NOT park where there will be street cleaning during street cleaning days* DO NOT park at 2 hour parking, for longer than 2 hours* DO NOT park in permit areas because we do not have a permit* When parking on a hill, turn your wheels so that you do not get a ticket (if you are confused, please see cars near you for correct orientation).* DO NOT park in front of someone's driveway* DO NOT park in front of a fire hydrant* DO NOT park anywhere where the sidewalk is marked red* DO NOT park at an expired meter when it is flashing red""]","718 boxster",ca,120,1572,porsche,24,2,"['$120', '$120', '$120']",cars,1000,2,127,"Up to 15 miles","['Bob Hope Airport', 'Van Nuys Airport', 'Los Angeles International Airport']","https://turo.com/rentals/cars/ca/los-angeles/porsche-718-boxster/423151",1
"Liberty Mutual",2017,los-angeles,"Sporty, luxurious Infiniti Q50 3.0t Turbo",90037,"3.0t LUXE",5.0,Gas,none,q50,ca,120,1592,infiniti,24,none,"['$120', '$120']",cars,1000,4,270,"Up to 20 miles","['Los Angeles International Airport', 'Bob Hope Airport']","https://turo.com/rentals/cars/ca/los-angeles/infiniti-q50/430130",1
"Liberty Mutual",2017,glendale,"4X4, Seats 7 people with it's 3rd row seat

I have reasonably ow priced cleaning fee and additional mileage extras for convenience.

It’s roomy and very safe/smooth relaxing long distance ride.

I can deliver for free for trips of 2 days and lunger if scheduled after 830pm, I quite for details.

Fully loaded
360 degree camera/sonar sensors all around for effortless parking (comes on automatically when on reverse, or press the camera button).

AWD, its as great on snow and ice, as it is smooth and steady at high speeds on freeway with 7 people and cargo. (With 7 people, full cargo and without compromising acceleration, it averages 20 mpg uphill at a trip to 

Big Bear just to have an idea). To change the mode selector, use the round know on center console.

3.5 V6, which is great on gas,with more than adequate power,and unbelievable MPG. Use the ECO mode for this option.
Simple dial for snow mode, no gears/levers

Bose premium sound system

New tires and solid mechanically.",91203,JX35,5.0,"Gas (Premium)",none,jx,ca,0,1612,infiniti,21,7,[],suvs,none,4,232,"Up to 50 miles","['Los Angeles International Airport', 'Bob Hope Airport']","https://turo.com/rentals/suvs/ca/glendale/infiniti-jx/547701",0
"Liberty Mutual",2015,inglewood,"UNLIMITED MILEAGE  
 
SHORT TERM - LONG TERM - LAST MINUTES ARE WELCOME  
 
WE CAN PICK YOU UP AND DROP YOU OFF AT LAX AIRPORT  
 
PLEASE CONTACT US IF YOU HAVE ANY QUESTIONS 
 
NON-SMOKING/NO PETS 
 
NOTE: Change of address after car was booked will be declined. Delivery service must be chosen before trip is booked and must be approved by owner. Not all areas and dates are available for delivery services.",90301,none,5.0,"Gas (Regular)",none,mustang,ca,100,1632,ford,22,4,[],cars,none,2,93,"Up to 15 miles","['Los Angeles International Airport']","https://turo.com/rentals/cars/ca/inglewood/ford-mustang/485185",0
"Liberty Mutual",2018,dallas,"Introducing the 2017 Nissan Rogue Sport. Stylish exterior lines and interior design comfort. Taking over the highly praised Toyota rav 4 and Ford escape...this vehicle is sure to please! Do you need a mid dize SUV with great gas mileage and great looks? Here you go... Be our guest and receive discounts for first time Turo guests and long term rentals! This vehicle has all of the creature comforts that you have been looking for such as roominess, bluetooth connect and head turner appeal! Drive with the confidence of knowing that your Rogue Sport is maintained personally by me...a retired automotive technician and the service department of Waxahachie Nissan.

Check out our other vehicles and our reviews! Reserve your Rogue for your next driving adventure!

Get $25 off your rental https://turo.com/c/orlandow39

FREE AIRPORT DELIVERY FOR DFW AND DALLAS LOVE FIELD!??

Need a vehicle for a month? 6 months? A year or longer? WE SPECIALIZE IN LONG TERM RENTAL. Discounts for long term rental. FREE DELIVERY for rentals lasting 2 weeks or longer",75235,SV,5.0,Gas,"['We love pets too but due to possible allergies of our guest pets are not allowed.Turo has a strict NO SMOKING policy! We agree with it. If any evidence of smoking is found in our vehicle a HEFTY FINE WILL BE IMPOSED!For more information on our vehicles please visit the FAQs section above.']","rogue sport",tx,120,1652,nissan,28,none,"['$120']",suvs,none,4,407,"Up to 50 miles","['Dallas/Fort Worth International Airport', 'Waco Regional Airport', 'Dallas Love Field']","https://turo.com/rentals/suvs/tx/dallas/nissan-rogue-sport/531848",1
"Liberty Mutual",2014,atlanta,"2015 BMW M4 , 400+ Horsepower , with carbon fiber package , beautiful sports car coupe , please drive moderately to reduce wear and tear on vehicle or chances of anything going wrong.",30291,none,5.0,"Gas (Premium)","['No smoking , please return vehicle clean with full tank of gas ,']",m4,ga,none,1672,bmw,22,4,"['$50']",cars,1000,2,205,none,"['Hartsfield-Jackson Atlanta International Airport']","https://turo.com/rentals/cars/ga/atlanta/bmw-m4/575556",0
